"","ACC_cutoff","RT_min","RT_max","RT_sd_cutoff","split_by","averaging_method","estimate","low","high","nPar","nTrial","nTrialperPar","pPar","pTrial","task","measure"
"38",0.8,0,2000,2,"subject","mean",0.62134,0.50396,0.72584,107,22443,209.747663551402,1,0.873948598130841,"Stroop_1","internal_consistency"
"39",0.9,0,2000,2,"subject","mean",0.62338,0.50307,0.72797,107,22443,209.747663551402,1,0.873948598130841,"Stroop_1","internal_consistency"
"40",0,100,2000,2,"subject","mean",0.64256,0.51336,0.73857,107,22422,209.551401869159,1,0.873130841121495,"Stroop_1","internal_consistency"
"41",0.8,100,2000,2,"subject","mean",0.64194,0.50953,0.73968,107,22422,209.551401869159,1,0.873130841121495,"Stroop_1","internal_consistency"
"42",0.9,100,2000,2,"subject","mean",0.63828,0.51042,0.74599,107,22422,209.551401869159,1,0.873130841121495,"Stroop_1","internal_consistency"
"43",0,200,2000,2,"subject","mean",0.60756,0.47915,0.7188,107,22406,209.401869158878,1,0.872507788161994,"Stroop_1","internal_consistency"
"44",0.8,200,2000,2,"subject","mean",0.61073,0.4771,0.72012,107,22406,209.401869158878,1,0.872507788161994,"Stroop_1","internal_consistency"
"45",0.9,200,2000,2,"subject","mean",0.61044,0.46913,0.72732,107,22406,209.401869158878,1,0.872507788161994,"Stroop_1","internal_consistency"
"46",0,0,3000,2,"subject","mean",0.60304,0.47156,0.71559,107,22606,211.271028037383,1,0.880295950155763,"Stroop_1","internal_consistency"
"47",0.8,0,3000,2,"subject","mean",0.60881,0.47957,0.71224,107,22606,211.271028037383,1,0.880295950155763,"Stroop_1","internal_consistency"
"48",0.9,0,3000,2,"subject","mean",0.60209,0.46715,0.71556,107,22606,211.271028037383,1,0.880295950155763,"Stroop_1","internal_consistency"
"49",0,100,3000,2,"subject","mean",0.6309,0.50992,0.7471,107,22585,211.07476635514,1,0.879478193146417,"Stroop_1","internal_consistency"
"50",0.8,100,3000,2,"subject","mean",0.62837,0.49659,0.74328,107,22585,211.07476635514,1,0.879478193146417,"Stroop_1","internal_consistency"
"51",0.9,100,3000,2,"subject","mean",0.62807,0.49619,0.73733,107,22585,211.07476635514,1,0.879478193146417,"Stroop_1","internal_consistency"
"52",0,200,3000,2,"subject","mean",0.59607,0.43736,0.70251,107,22569,210.92523364486,1,0.878855140186916,"Stroop_1","internal_consistency"
"53",0.8,200,3000,2,"subject","mean",0.59902,0.44961,0.72182,107,22569,210.92523364486,1,0.878855140186916,"Stroop_1","internal_consistency"
"54",0.9,200,3000,2,"subject","mean",0.59357,0.44905,0.71318,107,22569,210.92523364486,1,0.878855140186916,"Stroop_1","internal_consistency"
"55",0,0,2000,3,"subject","mean",0.61065,0.48522,0.72178,107,23174,216.579439252336,1,0.902414330218068,"Stroop_1","internal_consistency"
"56",0.8,0,2000,3,"subject","mean",0.61144,0.48558,0.71647,107,23174,216.579439252336,1,0.902414330218068,"Stroop_1","internal_consistency"
"57",0.9,0,2000,3,"subject","mean",0.6091,0.4797,0.71573,107,23174,216.579439252336,1,0.902414330218068,"Stroop_1","internal_consistency"
"58",0,100,2000,3,"subject","mean",0.61872,0.49377,0.72209,107,23151,216.364485981308,1,0.901518691588785,"Stroop_1","internal_consistency"
"59",0.8,100,2000,3,"subject","mean",0.61901,0.49287,0.72324,107,23151,216.364485981308,1,0.901518691588785,"Stroop_1","internal_consistency"
"60",0.9,100,2000,3,"subject","mean",0.61789,0.47329,0.73138,107,23151,216.364485981308,1,0.901518691588785,"Stroop_1","internal_consistency"
"61",0,200,2000,3,"subject","mean",0.59765,0.45558,0.70932,107,23133,216.196261682243,1,0.900817757009346,"Stroop_1","internal_consistency"
"62",0.8,200,2000,3,"subject","mean",0.60174,0.45256,0.70911,107,23133,216.196261682243,1,0.900817757009346,"Stroop_1","internal_consistency"
"63",0.9,200,2000,3,"subject","mean",0.59929,0.45949,0.71496,107,23133,216.196261682243,1,0.900817757009346,"Stroop_1","internal_consistency"
"64",0,0,3000,3,"subject","mean",0.60358,0.47157,0.70234,107,23242,217.214953271028,1,0.90506230529595,"Stroop_1","internal_consistency"
"65",0.8,0,3000,3,"subject","mean",0.60459,0.48274,0.71421,107,23242,217.214953271028,1,0.90506230529595,"Stroop_1","internal_consistency"
"66",0.9,0,3000,3,"subject","mean",0.60082,0.4755,0.70518,107,23242,217.214953271028,1,0.90506230529595,"Stroop_1","internal_consistency"
"67",0,100,3000,3,"subject","mean",0.60239,0.46543,0.71948,107,23219,217,1,0.904166666666667,"Stroop_1","internal_consistency"
"68",0.8,100,3000,3,"subject","mean",0.61078,0.48893,0.71643,107,23219,217,1,0.904166666666667,"Stroop_1","internal_consistency"
"69",0.9,100,3000,3,"subject","mean",0.60706,0.459,0.72524,107,23219,217,1,0.904166666666667,"Stroop_1","internal_consistency"
"70",0,200,3000,3,"subject","mean",0.5932,0.44448,0.70331,107,23201,216.831775700935,1,0.903465732087227,"Stroop_1","internal_consistency"
"71",0.8,200,3000,3,"subject","mean",0.58802,0.41766,0.71508,107,23201,216.831775700935,1,0.903465732087227,"Stroop_1","internal_consistency"
"72",0.9,200,3000,3,"subject","mean",0.59444,0.45239,0.70636,107,23201,216.831775700935,1,0.903465732087227,"Stroop_1","internal_consistency"
"73",0,0,2000,0,"trial","mean",0.57812,0.44852,0.7027,107,23529,219.897196261682,1,0.916238317757009,"Stroop_1","internal_consistency"
"74",0.8,0,2000,0,"trial","mean",0.57736,0.44396,0.69324,107,23529,219.897196261682,1,0.916238317757009,"Stroop_1","internal_consistency"
"75",0.9,0,2000,0,"trial","mean",0.58003,0.44149,0.68825,107,23529,219.897196261682,1,0.916238317757009,"Stroop_1","internal_consistency"
"76",0,100,2000,0,"trial","mean",0.57796,0.44403,0.69739,107,23506,219.682242990654,1,0.915342679127726,"Stroop_1","internal_consistency"
"77",0.8,100,2000,0,"trial","mean",0.57781,0.42327,0.69568,107,23506,219.682242990654,1,0.915342679127726,"Stroop_1","internal_consistency"
"78",0.9,100,2000,0,"trial","mean",0.57513,0.42944,0.69076,107,23506,219.682242990654,1,0.915342679127726,"Stroop_1","internal_consistency"
"79",0,200,2000,0,"trial","mean",0.5636,0.39581,0.69195,107,23488,219.514018691589,1,0.914641744548287,"Stroop_1","internal_consistency"
"80",0.8,200,2000,0,"trial","mean",0.56365,0.38054,0.68941,107,23488,219.514018691589,1,0.914641744548287,"Stroop_1","internal_consistency"
"81",0.9,200,2000,0,"trial","mean",0.56095,0.38075,0.68321,107,23488,219.514018691589,1,0.914641744548287,"Stroop_1","internal_consistency"
"82",0,0,3000,0,"trial","mean",0.56515,0.40679,0.68391,107,23619,220.738317757009,1,0.919742990654206,"Stroop_1","internal_consistency"
"83",0.8,0,3000,0,"trial","mean",0.57023,0.40824,0.69226,107,23619,220.738317757009,1,0.919742990654206,"Stroop_1","internal_consistency"
"84",0.9,0,3000,0,"trial","mean",0.56468,0.41184,0.68684,107,23619,220.738317757009,1,0.919742990654206,"Stroop_1","internal_consistency"
"85",0,100,3000,0,"trial","mean",0.56866,0.43882,0.68474,107,23596,220.523364485981,1,0.918847352024922,"Stroop_1","internal_consistency"
"86",0.8,100,3000,0,"trial","mean",0.56395,0.43239,0.69335,107,23596,220.523364485981,1,0.918847352024922,"Stroop_1","internal_consistency"
"87",0.9,100,3000,0,"trial","mean",0.56307,0.39868,0.68917,107,23596,220.523364485981,1,0.918847352024922,"Stroop_1","internal_consistency"
"88",0,200,3000,0,"trial","mean",0.54792,0.36637,0.67452,107,23578,220.355140186916,1,0.918146417445483,"Stroop_1","internal_consistency"
"89",0.8,200,3000,0,"trial","mean",0.55037,0.38795,0.68229,107,23578,220.355140186916,1,0.918146417445483,"Stroop_1","internal_consistency"
"90",0.9,200,3000,0,"trial","mean",0.54806,0.37598,0.67729,107,23578,220.355140186916,1,0.918146417445483,"Stroop_1","internal_consistency"
"91",0,0,2000,1,"trial","mean",0.86008,0.81127,0.89802,107,17516,163.700934579439,1,0.68208722741433,"Stroop_1","internal_consistency"
"92",0.8,0,2000,1,"trial","mean",0.86088,0.81369,0.90386,107,17516,163.700934579439,1,0.68208722741433,"Stroop_1","internal_consistency"
"93",0.9,0,2000,1,"trial","mean",0.85852,0.80714,0.89779,107,17516,163.700934579439,1,0.68208722741433,"Stroop_1","internal_consistency"
"94",0,100,2000,1,"trial","mean",0.87825,0.83974,0.91238,107,17495,163.504672897196,1,0.681269470404984,"Stroop_1","internal_consistency"
"95",0.8,100,2000,1,"trial","mean",0.87745,0.82967,0.91041,107,17495,163.504672897196,1,0.681269470404984,"Stroop_1","internal_consistency"
"96",0.9,100,2000,1,"trial","mean",0.87821,0.83214,0.90995,107,17495,163.504672897196,1,0.681269470404984,"Stroop_1","internal_consistency"
"97",0,200,2000,1,"trial","mean",0.86361,0.82113,0.90293,107,17481,163.373831775701,1,0.680724299065421,"Stroop_1","internal_consistency"
"98",0.8,200,2000,1,"trial","mean",0.86456,0.81798,0.90362,107,17481,163.373831775701,1,0.680724299065421,"Stroop_1","internal_consistency"
"99",0.9,200,2000,1,"trial","mean",0.86475,0.81667,0.90117,107,17481,163.373831775701,1,0.680724299065421,"Stroop_1","internal_consistency"
"100",0,0,3000,1,"trial","mean",0.86119,0.81215,0.90159,107,17979,168.028037383178,1,0.700116822429907,"Stroop_1","internal_consistency"
"101",0.8,0,3000,1,"trial","mean",0.8591,0.81329,0.89835,107,17979,168.028037383178,1,0.700116822429907,"Stroop_1","internal_consistency"
"102",0.9,0,3000,1,"trial","mean",0.8609,0.81562,0.89714,107,17979,168.028037383178,1,0.700116822429907,"Stroop_1","internal_consistency"
"103",0,100,3000,1,"trial","mean",0.87788,0.83991,0.91209,107,17958,167.831775700935,1,0.699299065420561,"Stroop_1","internal_consistency"
"104",0.8,100,3000,1,"trial","mean",0.87654,0.83638,0.90883,107,17958,167.831775700935,1,0.699299065420561,"Stroop_1","internal_consistency"
"105",0.9,100,3000,1,"trial","mean",0.87537,0.83406,0.9109,107,17958,167.831775700935,1,0.699299065420561,"Stroop_1","internal_consistency"
"106",0,200,3000,1,"trial","mean",0.86456,0.81501,0.9049,107,17944,167.700934579439,1,0.698753894080997,"Stroop_1","internal_consistency"
"107",0.8,200,3000,1,"trial","mean",0.86344,0.81118,0.9028,107,17944,167.700934579439,1,0.698753894080997,"Stroop_1","internal_consistency"
"108",0.9,200,3000,1,"trial","mean",0.86418,0.81298,0.9047,107,17944,167.700934579439,1,0.698753894080997,"Stroop_1","internal_consistency"
"109",0,0,2000,2,"trial","mean",0.74066,0.65741,0.81136,107,22472,210.018691588785,1,0.875077881619938,"Stroop_1","internal_consistency"
"110",0.8,0,2000,2,"trial","mean",0.73759,0.65241,0.80801,107,22472,210.018691588785,1,0.875077881619938,"Stroop_1","internal_consistency"
"111",0.9,0,2000,2,"trial","mean",0.73906,0.65255,0.80828,107,22472,210.018691588785,1,0.875077881619938,"Stroop_1","internal_consistency"
"112",0,100,2000,2,"trial","mean",0.7363,0.64708,0.81427,107,22451,209.822429906542,1,0.874260124610592,"Stroop_1","internal_consistency"
"113",0.8,100,2000,2,"trial","mean",0.73374,0.65026,0.80871,107,22451,209.822429906542,1,0.874260124610592,"Stroop_1","internal_consistency"
"114",0.9,100,2000,2,"trial","mean",0.73368,0.63813,0.80907,107,22451,209.822429906542,1,0.874260124610592,"Stroop_1","internal_consistency"
"115",0,200,2000,2,"trial","mean",0.71374,0.60221,0.79999,107,22435,209.672897196262,1,0.87363707165109,"Stroop_1","internal_consistency"
"116",0.8,200,2000,2,"trial","mean",0.72041,0.61578,0.80501,107,22435,209.672897196262,1,0.87363707165109,"Stroop_1","internal_consistency"
"117",0.9,200,2000,2,"trial","mean",0.71773,0.60961,0.79992,107,22435,209.672897196262,1,0.87363707165109,"Stroop_1","internal_consistency"
"118",0,0,3000,2,"trial","mean",0.73797,0.6488,0.80984,107,22582,211.046728971963,1,0.879361370716511,"Stroop_1","internal_consistency"
"119",0.8,0,3000,2,"trial","mean",0.73196,0.64384,0.81049,107,22582,211.046728971963,1,0.879361370716511,"Stroop_1","internal_consistency"
