"","ACC_cutoff","RT_min","RT_max","RT_sd_cutoff","split_by","averaging_method","estimate","low","high","nPar","nTrial","nTrialperPar","pPar","pTrial","task","measure"
"148",0,100,2000,0,"subject","median",0.76555,0.67852,0.83621,107,46925,438.551401869159,1,0.913648753894081,"Stroop_1","internal_consistency"
"149",0.8,100,2000,0,"subject","median",0.76411,0.67027,0.83667,107,46925,438.551401869159,1,0.913648753894081,"Stroop_1","internal_consistency"
"150",0.9,100,2000,0,"subject","median",0.76685,0.67059,0.84173,107,46925,438.551401869159,1,0.913648753894081,"Stroop_1","internal_consistency"
"151",0,200,2000,0,"subject","median",0.75996,0.64697,0.83023,107,46891,438.233644859813,1,0.912986760124611,"Stroop_1","internal_consistency"
"152",0.8,200,2000,0,"subject","median",0.75741,0.64978,0.82689,107,46891,438.233644859813,1,0.912986760124611,"Stroop_1","internal_consistency"
"153",0.9,200,2000,0,"subject","median",0.75806,0.65026,0.8299,107,46891,438.233644859813,1,0.912986760124611,"Stroop_1","internal_consistency"
"154",0,0,3000,0,"subject","median",0.76039,0.67711,0.8218,107,47120,440.373831775701,1,0.917445482866044,"Stroop_1","internal_consistency"
"155",0.8,0,3000,0,"subject","median",0.76279,0.6786,0.82445,107,47120,440.373831775701,1,0.917445482866044,"Stroop_1","internal_consistency"
"156",0.9,0,3000,0,"subject","median",0.76128,0.68882,0.82931,107,47120,440.373831775701,1,0.917445482866044,"Stroop_1","internal_consistency"
"157",0,100,3000,0,"subject","median",0.77416,0.69104,0.84141,107,47071,439.915887850467,1,0.916491433021807,"Stroop_1","internal_consistency"
"158",0.8,100,3000,0,"subject","median",0.77156,0.68266,0.83979,107,47071,439.915887850467,1,0.916491433021807,"Stroop_1","internal_consistency"
"159",0.9,100,3000,0,"subject","median",0.77369,0.69449,0.8415,107,47071,439.915887850467,1,0.916491433021807,"Stroop_1","internal_consistency"
"160",0,200,3000,0,"subject","median",0.76382,0.66323,0.83242,107,47037,439.598130841121,1,0.915829439252336,"Stroop_1","internal_consistency"
"161",0.8,200,3000,0,"subject","median",0.77096,0.67991,0.84002,107,47037,439.598130841121,1,0.915829439252336,"Stroop_1","internal_consistency"
"162",0.9,200,3000,0,"subject","median",0.76663,0.67294,0.83867,107,47037,439.598130841121,1,0.915829439252336,"Stroop_1","internal_consistency"
"163",0,0,2000,1,"subject","median",0.68167,0.57532,0.77094,107,35186,328.841121495327,1,0.685085669781931,"Stroop_1","internal_consistency"
"164",0.8,0,2000,1,"subject","median",0.68005,0.57195,0.77185,107,35186,328.841121495327,1,0.685085669781931,"Stroop_1","internal_consistency"
"165",0.9,0,2000,1,"subject","median",0.68324,0.56188,0.77599,107,35186,328.841121495327,1,0.685085669781931,"Stroop_1","internal_consistency"
"166",0,100,2000,1,"subject","median",0.68769,0.5377,0.79097,107,35135,328.364485981308,1,0.684092679127726,"Stroop_1","internal_consistency"
"167",0.8,100,2000,1,"subject","median",0.69312,0.54137,0.7914,107,35135,328.364485981308,1,0.684092679127726,"Stroop_1","internal_consistency"
"168",0.9,100,2000,1,"subject","median",0.69551,0.56199,0.79386,107,35135,328.364485981308,1,0.684092679127726,"Stroop_1","internal_consistency"
"169",0,200,2000,1,"subject","median",0.71629,0.58432,0.80688,107,35103,328.065420560748,1,0.683469626168224,"Stroop_1","internal_consistency"
"170",0.8,200,2000,1,"subject","median",0.71143,0.57496,0.80349,107,35103,328.065420560748,1,0.683469626168224,"Stroop_1","internal_consistency"
"171",0.9,200,2000,1,"subject","median",0.71405,0.56423,0.80526,107,35103,328.065420560748,1,0.683469626168224,"Stroop_1","internal_consistency"
"172",0,0,3000,1,"subject","median",0.73227,0.64266,0.80716,107,36190,338.224299065421,1,0.704633956386293,"Stroop_1","internal_consistency"
"173",0.8,0,3000,1,"subject","median",0.73189,0.64083,0.8068,107,36190,338.224299065421,1,0.704633956386293,"Stroop_1","internal_consistency"
"174",0.9,0,3000,1,"subject","median",0.73109,0.64055,0.81003,107,36190,338.224299065421,1,0.704633956386293,"Stroop_1","internal_consistency"
"175",0,100,3000,1,"subject","median",0.73876,0.63091,0.82483,107,36147,337.822429906542,1,0.703796728971963,"Stroop_1","internal_consistency"
"176",0.8,100,3000,1,"subject","median",0.73862,0.64344,0.81499,107,36147,337.822429906542,1,0.703796728971963,"Stroop_1","internal_consistency"
"177",0.9,100,3000,1,"subject","median",0.74468,0.64335,0.82386,107,36147,337.822429906542,1,0.703796728971963,"Stroop_1","internal_consistency"
"178",0,200,3000,1,"subject","median",0.7524,0.60941,0.83794,107,36116,337.532710280374,1,0.703193146417445,"Stroop_1","internal_consistency"
"179",0.8,200,3000,1,"subject","median",0.75635,0.61362,0.8371,107,36116,337.532710280374,1,0.703193146417445,"Stroop_1","internal_consistency"
"180",0.9,200,3000,1,"subject","median",0.7555,0.63465,0.83818,107,36116,337.532710280374,1,0.703193146417445,"Stroop_1","internal_consistency"
